invoice_line_no,date,store_id,item_id,sale_bottles,sale_liters,sale_dollars,state_bottle_cost,state_bottle_retail,cogs,gross_margin,margin_pct,is_return,has_cost
INV-202348,2026-06-19,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202349,2026-06-22,2501,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202350,2026-06-02,2633,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-202351,2026-04-24,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202352,2026-06-26,2633,43336,23,17.25,284.74,8.25,12.38,189.75,94.99000000000001,0.3336025848142165,False,True
INV-202353,2026-04-08,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202354,2026-03-14,4829,77779,15,5.62,181.5,11.0,12.1,165.0,16.5,0.09090909090909091,False,True
INV-202355,2026-06-25,2648,43336,14,10.5,173.32,8.25,12.38,115.5,57.81999999999999,0.33360258481421645,False,True
INV-202356,2026-07-07,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202357,2026-07-14,2633,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202358,2026-03-27,2190,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202359,2026-06-08,2190,64866,4,3.0,149.96,,37.49,,,,False,False
INV-202360,2026-06-20,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202361,2026-02-18,3385,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-202362,2026-07-18,4829,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202363,2026-04-01,2190,64866,6,4.5,224.94,24.99,37.49,149.94,75.0,0.3334222459322486,False,True
INV-202364,2026-07-05,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202365,2026-06-01,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202366,2026-06-24,5102,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-202367,2026-04-11,2633,19067,8,6.0,215.92,17.99,26.99,143.92,72.0,0.33345683586513525,False,True
INV-202368,2026-05-23,4829,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-202369,2026-02-10,3385,11788,22,38.5,321.86,9.75,14.63,214.5,107.36000000000001,0.33356117566643884,False,True
INV-202370,2026-05-31,4829,35918,8,14.0,107.92,8.99,13.49,71.92,36.0,0.3335804299481097,False,True
INV-202371,2026-05-20,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202372,2026-06-10,2190,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-202373,2026-06-25,2633,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-202374,2026-04-25,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202375,2026-03-17,2648,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-202376,2026-07-03,5102,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-202377,2026-06-04,5102,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202378,2026-04-18,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202379,2026-06-15,2501,43336,12,9.0,148.56,8.25,12.38,99.0,49.56,0.3336025848142165,False,True
INV-202380,2026-07-16,2648,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202381,2026-05-15,2501,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-202382,2026-03-23,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202383,2026-07-18,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-202384,2026-04-21,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202385,2026-03-06,5102,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-202386,2026-07-18,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202387,2026-05-14,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202388,2026-06-23,2633,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-202389,2026-07-03,3385,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-202390,2026-07-17,5102,77779,12,4.5,145.2,11.0,12.1,132.0,13.199999999999989,0.09090909090909084,False,True
INV-202391,2026-06-13,4829,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-202392,2026-07-02,2190,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-202393,2026-04-04,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202394,2026-02-11,2633,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-202395,2026-07-05,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202396,2026-06-13,5102,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-202397,2026-03-11,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202398,2026-05-20,2190,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202399,2026-04-22,3385,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-202400,2026-07-14,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202401,2026-06-30,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202402,2026-07-09,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202403,2026-06-29,2190,77779,9,3.38,108.9,11.0,12.1,99.0,9.900000000000006,0.09090909090909095,False,True
INV-202404,2026-07-22,3385,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-202405,2026-03-19,5102,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202406,2026-02-03,4829,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-202407,2026-07-20,2190,11788,15,26.25,219.45,9.75,14.63,146.25,73.19999999999999,0.3335611756664388,False,True
INV-202408,2026-07-05,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202409,2026-05-16,2633,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202410,2026-03-08,2648,64866,21,15.75,787.29,24.99,37.49,524.79,262.5,0.3334222459322486,False,True
INV-202411,2026-06-04,5102,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-202412,2026-02-03,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202413,2026-04-21,5102,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202414,2026-05-20,5102,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202415,2026-06-20,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202416,2026-05-06,2501,36308,19,19.0,128.25,4.5,6.75,85.5,42.75,0.3333333333333333,False,True
INV-202417,2026-02-05,2633,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202418,2026-04-10,2633,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202419,2026-07-25,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202420,2026-02-27,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202421,2026-07-07,4829,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202422,2026-07-09,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202423,2026-01-31,2501,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-202424,2026-03-25,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202425,2026-06-09,2648,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-202426,2026-06-26,5102,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-202427,2026-04-18,2190,64866,8,6.0,299.92,24.99,37.49,199.92,100.00000000000003,0.3334222459322487,False,True
INV-202428,2026-06-23,3385,77779,13,4.88,157.3,11.0,12.1,143.0,14.300000000000011,0.09090909090909098,False,True
INV-202429,2026-05-02,5102,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-202430,2026-04-12,2190,64866,10,7.5,374.9,24.99,37.49,249.89999999999998,125.0,0.3334222459322486,False,True
INV-202431,2026-05-27,2633,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-202432,2026-03-27,5102,26827,8,6.0,150.0,12.5,18.75,100.0,50.0,0.3333333333333333,False,True
INV-202433,2026-06-06,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202434,2026-06-20,2633,64866,11,8.25,412.39,24.99,37.49,274.89,137.5,0.3334222459322486,False,True
INV-202435,2026-04-01,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202436,2026-05-09,3385,43336,10,7.5,123.8,8.25,12.38,82.5,41.3,0.33360258481421645,False,True
INV-202437,2026-06-30,5102,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202438,2026-04-24,2190,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-202439,2026-06-19,5102,11788,12,21.0,175.56,9.75,14.63,117.0,58.56,0.33356117566643884,False,True
INV-202440,2026-02-06,2190,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202441,2026-04-06,3385,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-202442,2026-04-19,2190,77779,8,3.0,96.8,11.0,12.1,88.0,8.799999999999997,0.09090909090909088,False,True
INV-202443,2026-05-14,3385,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202444,2026-07-27,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202445,2026-05-10,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202446,2026-07-05,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202447,2026-05-16,4829,77779,23,8.62,278.3,11.0,12.1,253.0,25.30000000000001,0.09090909090909094,False,True
INV-202448,2026-04-02,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202449,2026-02-01,5102,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-202450,2026-03-19,2633,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202451,2026-04-23,2501,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-202452,2026-02-10,3385,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-202453,2026-02-07,3385,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-202454,2026-07-08,2633,35918,7,12.25,94.43,8.99,13.49,62.93,31.500000000000007,0.33358042994810977,False,True
INV-202455,2026-02-12,3385,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-202456,2026-03-01,3385,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-202457,2026-02-21,4829,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-202458,2026-06-19,2190,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202459,2026-05-02,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202460,2026-07-18,5102,35918,6,10.5,80.94,8.99,13.49,53.94,27.0,0.3335804299481097,False,True
INV-202461,2026-03-29,2190,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-202462,2026-05-16,3385,77779,7,2.62,84.7,11.0,12.1,77.0,7.700000000000003,0.09090909090909094,False,True
INV-202463,2026-04-06,2633,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202464,2026-05-01,2501,43336,9,6.75,111.42,,12.38,,,,False,False
INV-202465,2026-03-02,4829,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-202466,2026-06-15,2190,43336,7,5.25,86.66,8.25,12.38,57.75,28.909999999999997,0.33360258481421645,False,True
INV-202467,2026-06-20,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202468,2026-02-04,2501,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-202469,2026-05-15,4829,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202470,2026-06-16,2501,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-202471,2026-05-15,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202472,2026-04-25,2501,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-202473,2026-03-25,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202474,2026-05-24,4829,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202475,2026-03-02,3385,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-202476,2026-03-15,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202477,2026-01-31,5102,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-202478,2026-03-01,2501,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-202479,2026-03-13,5102,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202480,2026-04-23,2190,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202481,2026-07-10,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202482,2026-04-28,2648,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-202483,2026-07-18,2501,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202484,2026-05-02,4829,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202485,2026-07-03,5102,64866,8,6.0,299.92,24.99,37.49,199.92,100.00000000000003,0.3334222459322487,False,True
INV-202486,2026-05-28,2633,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202487,2026-02-03,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202488,2026-03-16,2501,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-202489,2026-07-18,4829,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202490,2026-07-24,3385,64866,15,11.25,562.35,24.99,37.49,374.84999999999997,187.50000000000006,0.3334222459322487,False,True
INV-202491,2026-02-08,2633,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-202492,2026-07-23,2190,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202493,2026-03-28,4829,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-202494,2026-02-12,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202495,2026-06-01,2633,26827,10,7.5,187.5,12.5,18.75,125.0,62.5,0.3333333333333333,False,True
INV-202496,2026-03-21,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202497,2026-06-15,2501,11788,7,12.25,102.41,9.75,14.63,68.25,34.16,0.3335611756664388,False,True
INV-202498,2026-03-16,5102,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202499,2026-04-05,4829,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-202500,2026-07-21,2648,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-202501,2026-04-28,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-202502,2026-06-25,2501,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-202503,2026-04-11,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202504,2026-02-24,5102,43336,1,0.75,12.38,,12.38,,,,False,False
INV-202505,2026-02-22,2501,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-202506,2026-03-24,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202507,2026-02-13,2501,43336,9,6.75,111.42,8.25,12.38,74.25,37.17,0.3336025848142165,False,True
INV-202508,2026-07-24,2633,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-202509,2026-03-07,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202510,2026-06-27,2501,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-202511,2026-06-10,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202512,2026-07-15,2648,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202513,2026-05-06,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-202514,2026-03-22,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202515,2026-02-28,3385,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-202516,2026-06-14,2190,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-202517,2026-06-28,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202518,2026-07-04,2190,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202519,2026-02-22,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202520,2026-04-11,2501,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-202521,2026-04-29,2633,26827,5,3.75,93.75,12.5,18.75,62.5,31.25,0.3333333333333333,False,True
INV-202522,2026-06-11,5102,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202523,2026-02-19,2633,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202524,2026-06-07,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202525,2026-07-06,2501,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-202526,2026-07-24,2190,64866,5,3.75,187.45,,37.49,,,,False,False
INV-202527,2026-03-21,2501,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202528,2026-07-10,3385,64866,13,9.75,487.37,24.99,37.49,324.87,162.5,0.3334222459322486,False,True
INV-202529,2026-06-29,5102,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202530,2026-03-10,2190,64866,7,5.25,262.43,24.99,37.49,174.92999999999998,87.50000000000003,0.3334222459322487,False,True
INV-202531,2026-02-27,2501,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-202532,2026-05-05,5102,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-202533,2026-07-10,2648,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-202534,2026-07-18,2190,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-202535,2026-02-16,5102,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202536,2026-05-21,2648,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-202537,2026-03-25,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-202538,2026-03-01,3385,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-202539,2026-06-19,5102,64866,12,9.0,449.88,24.99,37.49,299.88,150.0,0.3334222459322486,False,True
INV-202540,2026-06-07,2190,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-202541,2026-02-10,5102,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-202542,2026-05-18,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202543,2026-02-02,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-202544,2026-02-26,2501,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202545,2026-05-26,2501,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-202546,2026-04-10,4829,26827,5,3.75,93.75,12.5,18.75,62.5,31.25,0.3333333333333333,False,True
INV-202547,2026-06-30,2501,36308,13,13.0,87.75,4.5,6.75,58.5,29.25,0.3333333333333333,False,True
INV-202548,2026-05-09,4829,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-202549,2026-04-09,4829,19067,10,7.5,269.9,17.99,26.99,179.89999999999998,90.0,0.33345683586513525,False,True
INV-202550,2026-07-14,3385,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202551,2026-02-19,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202552,2026-03-17,5102,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-202553,2026-06-11,3385,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-202554,2026-05-12,2501,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202555,2026-02-23,2633,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-202556,2026-06-08,2190,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-202557,2026-06-19,2501,26827,5,3.75,93.75,12.5,18.75,62.5,31.25,0.3333333333333333,False,True
INV-202558,2026-05-27,2648,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-202559,2026-03-28,2190,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-202560,2026-07-20,2501,11788,4,7.0,58.52,9.75,14.63,39.0,19.520000000000003,0.33356117566643884,False,True
INV-202561,2026-05-09,4829,26827,11,8.25,206.25,12.5,18.75,137.5,68.75,0.3333333333333333,False,True
INV-202562,2026-02-20,2648,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-202563,2026-02-06,2633,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-202564,2026-02-05,2501,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-202565,2026-05-04,4829,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-202566,2026-04-16,3385,64866,-6,-4.5,-224.94,24.99,37.49,-149.94,-75.0,0.3334222459322486,True,True
INV-202567,2026-06-09,4829,36308,7,7.0,47.25,4.5,6.75,31.5,15.75,0.3333333333333333,False,True
INV-202568,2026-05-28,3385,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-202569,2026-06-05,2501,11788,5,8.75,73.15,9.75,14.63,48.75,24.400000000000006,0.3335611756664389,False,True
INV-202570,2026-05-16,2633,43336,8,6.0,99.04,8.25,12.38,66.0,33.040000000000006,0.3336025848142165,False,True
INV-202571,2026-05-02,2648,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-202572,2026-02-14,2648,36308,6,6.0,40.5,4.5,6.75,27.0,13.5,0.3333333333333333,False,True
INV-202573,2026-03-06,3385,36308,7,7.0,47.25,4.5,6.75,31.5,15.75,0.3333333333333333,False,True
INV-202574,2026-05-08,2648,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-202575,2026-03-13,3385,26827,13,9.75,243.75,12.5,18.75,162.5,81.25,0.3333333333333333,False,True
INV-202576,2026-06-26,2633,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-202577,2026-05-20,2501,43336,5,3.75,61.9,,12.38,,,,False,False
INV-202578,2026-03-06,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-202579,2026-07-21,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-202580,2026-06-14,2633,35918,-30,-52.5,-404.7,8.99,13.49,-269.7,-135.0,0.3335804299481097,True,True
INV-202581,2026-02-06,2633,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-202582,2026-04-13,2648,35918,6,10.5,80.94,8.99,13.49,53.94,27.0,0.3335804299481097,False,True
