Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
,KS STATE AVERAGE,,,KS,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,9941 Elk St,Pine Bluff,WI,55416,Fair,Emergency Department,OP_22,Left without being seen,0.0,1422,,01/01/2025,12/31/2025
160048,RIVER RAPIDS HEALTH SYSTEM,8022 Prairie St,River Rapids,IL,57232,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,116,2748,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,5618 River St,Prairie Haven,IA,58461,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,481,901,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,8208 Cedar St,River Ridge,NE,51805,Elk,Emergency Department,OP_22,Left without being seen,0.6,1552,,01/01/2025,12/31/2025
,MO STATE AVERAGE,,,MO,,,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,68.0,,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,8872 Fair St,Fair Grove,IL,56250,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,33,174,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,2076 Grand St,Elk Rapids,KS,56400,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,31,614,,01/01/2025,12/31/2025
140005,North Grove County Hospital,7875 Elk St,North Grove,SD,54294,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,22,3053,,01/01/2025,12/31/2025
160067,North Ridge County Hospital,9033 River St,North Ridge,IA,55631,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,83,2632,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,1173 Cedar St,Prairie Ridge,NE,57112,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,167,2989,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,7904 North St,Fair Grove,KS,57769,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,217,750,,01/01/2025,12/31/2025
160118,North Falls Health System,7352 Pine St,North Falls,MO,54143,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,96,3217,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,7345 Elk St,Grand Bluff,IA,58294,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,338,3740,,01/01/2025,12/31/2025
,MO STATE AVERAGE,,,MO,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,2695 Pine St,Fair Grove,KS,56841,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,121,2370,,01/01/2025,12/31/2025
430093,River Bluff Health System,9590 Fair St,River Bluff,IL,51473,Elk,Emergency Department,OP_22,Left without being seen,0.0,3114,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,2675 Fair St,Fair View,SD,56704,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,109,1038,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,9609 North St,North Haven,MO,50773,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,Not Available,,5,01/01/2025,12/31/2025
160040,Grand Rapids Health System,9247 Prairie St,Grand Rapids,NE,58167,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,158,2157,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,1044 Fair St,Cedar Ridge,NE,56904,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,113,649,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,897 Elk St,Cedar Junction,SD,56697,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,182,1889,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,1610 Pine St,Pine Haven,IL,57887,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,302,3106,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,494 Elk St,North Haven,MO,56391,Elk,Emergency Department,OP_22,Left without being seen,3.5,1549,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center ,5471 Grand St,Cedar Junction,IL,54071,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,198,2550,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,621 Prairie St,Cedar Grove,WI,58870,Elk,Emergency Department,OP_22,Left without being seen,2.6,3120,,01/01/2025,12/31/2025
,KS STATE AVERAGE,,,KS,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
240012,Grand Falls Community Hospital,240 Cedar St,Grand Falls,IA,52986,Pine,Emergency Department,OP_22,Left without being seen,Not Available,,1,01/01/2025,12/31/2025
160102,River Bluff Health System,7635 Grand St,River Bluff,IL,54838,River,Emergency Department,OP_22,Left without being seen,Not Available,,5,01/01/2025,12/31/2025
430093,River Bluff Health System,269 North St,River Bluff,IL,50583,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,179,3387,,01/01/2025,12/31/2025
240100,Prairie Ridge Community Hospital,4009 Elk St,Prairie Ridge,WI,57992,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,287,3644,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,2980 Prairie St,Cedar Grove,WI,56108,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,,,5,01/01/2025,12/31/2025
260015,FAIR VIEW MEMORIAL HOSPITAL,7553 Grand St,Fair View,MN,54172,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,496,2273,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,5230 River St,Prairie Bluff,WI,56736,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,94,2466,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,6407 Pine St,Fair Rapids,MN,57844,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,,,25,01/01/2025,12/31/2025
260033,River Rapids Health System,2889 Prairie St,River Rapids,KS,52246,Elk,Emergency Department,OP_22,Left without being seen,2.2,2431,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,2826 Cedar St,Grand Bluff,IA,53108,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,,,25,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,1734 Cedar St,Pine Ridge,KS,58691,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,125,3069,,01/01/2025,12/31/2025
240029,Cedar View County Hospital,6050 Prairie St,Cedar View,MN,56667,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,78,3270,,01/01/2025,12/31/2025
,WI STATE AVERAGE,,,WI,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
,NE STATE AVERAGE,,,NE,,,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,310,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,6159 Elk St,Prairie Haven,IA,52528,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,213,2427,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,4266 Pine St,Fair Bluff,MO,57458,North,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,62,3219,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,936 Grand St,Prairie Falls,NE,58075,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,71,3485,,01/01/2025,12/31/2025
170063,Elk Haven Medical Center,5676 North St,Elk Haven,MO,52717,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,83,3695,,01/01/2025,12/31/2025
260119,Fair Ridge Health System,4813 Cedar St,Fair Ridge,SD,54999,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,79,1099,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,8121 North St,Cedar Haven,KS,51066,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,259,3409,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,3759 Prairie St,Pine Rapids,IA,57870,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,111,1737,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,761 River St,Prairie View,SD,51571,Cedar,Emergency Department,OP_22,Left without being seen,2.0,2364,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,3024 Elk St,Prairie Ridge,NE,51285,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,160,2464,,01/01/2025,12/31/2025
430093,River Bluff Health System,6347 Fair St,River Bluff,IL,55638,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,243,3745,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,6753 River St,Prairie Bluff,IA,54168,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,25,3854,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,4786 Elk St,Grand View,IA,55895,Fair,Emergency Department,OP_22,Left without being seen,Not Available,,1,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,9258 Elk St,Pine Junction,MO,50577,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,85,3692,,01/01/2025,12/31/2025
160073,Grand View County Hospital,2182 River St,Grand View,IA,51638,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,86,1430,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,5122 River St,Fair Bluff,SD,51419,River,Emergency Department,OP_22,Left without being seen,1.6,2280,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,5631 Pine St,Grand Ridge,MN,53572,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,107,3992,,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,7267 Fair St,River Ridge,NE,50512,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,253,264,,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,7974 Cedar St,Pine Junction,MO,56458,Grand,Emergency Department,OP_22,Left without being seen,0.6,2095,,01/01/2025,12/31/2025
,MN STATE AVERAGE,,,MN,,,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,68.0,,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,1517 Cedar St,Fair View,MN,58464,Elk,Emergency Department,OP_22,Left without being seen,5.8,2833,,01/01/2025,12/31/2025
160060,Pine View Health System,4237 Fair St,Pine View,MN,56024,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,154,443,,01/01/2025,12/31/2025
520016,PINE GROVE MEDICAL CENTER,9706 Elk St,Pine Grove,KS,55030,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,179,3327,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital ,7422 Fair St,Fair Bluff,IL,55971,Grand,Emergency Department,OP_22,Left without being seen,2.9,3000,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,729 Pine St,Prairie Grove,IA,51868,North,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,61,1684,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,3995 Grand St,Pine Haven,SD,53779,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,98,3979,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,1128 Cedar St,Elk Ridge,IL,51705,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,392,3950,,01/01/2025,12/31/2025
160073,Grand View County Hospital,2711 Grand St,Grand View,IA,54483,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,87,4154,,01/01/2025,12/31/2025
170031,ELK RAPIDS MEDICAL CENTER,9882 Cedar St,Elk Rapids,KS,55103,Elk,Emergency Department,OP_22,Left without being seen,0.0,2899,,01/01/2025,12/31/2025
260032,Fair Junction County Hospital ,2396 Pine St,Fair Junction,MN,50132,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,169,172,,01/01/2025,12/31/2025
140007,Prairie View Memorial Hospital,6521 Fair St,Prairie View,IA,56651,Pine,Emergency Department,OP_22,Left without being seen,7.0,3494,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,8060 Prairie St,Elk View,WI,50014,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,20,1162,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,6770 Fair St,Prairie Haven,IA,54394,Prairie,Emergency Department,OP_22,Left without being seen,3.1,362,,01/01/2025,12/31/2025
170051,ELK VIEW COUNTY HOSPITAL,4201 Prairie St,Elk View,MO,54266,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,136,3457,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,5223 Elk St,Fair Bluff,IL,57241,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,20,1641,,01/01/2025,12/31/2025
260094,River Ridge Medical Center ,762 Cedar St,River Ridge,NE,57581,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,20,1643,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,8904 Pine St,North Haven,IL,53990,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,387,3436,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,4353 Grand St,Fair View,SD,54628,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,350,1277,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,6793 Prairie St,Pine Falls,IA,52425,Prairie,Emergency Department,OP_22,Left without being seen,2.0,3092,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,7065 North St,Fair Rapids,MO,50578,North,Emergency Department,OP_22,Left without being seen,0.0,4198,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,3434 Pine St,Grand Grove,IL,57739,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,79,2611,,01/01/2025,12/31/2025
520086,North Grove County Hospital,7245 Fair St,North Grove,KS,54844,Pine,Emergency Department,OP_22,Left without being seen,1.3,2502,,01/01/2025,12/31/2025
170034,NORTH GROVE MEDICAL CENTER,682 Prairie St,North Grove,KS,56697,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,56,3008,,01/01/2025,12/31/2025
160118,North Falls Health System,3870 Fair St,North Falls,MO,57866,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,92,2314,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,5011 Pine St,Cedar View,MO,57846,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,216,3367,,01/01/2025,12/31/2025
430054,Cedar Grove Health System ,3226 River St,Cedar Grove,WI,55377,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,69,2131,,01/01/2025,12/31/2025
240006,River Grove Medical Center,7852 Pine St,River Grove,WI,50411,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,60,1246,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,5971 River St,Pine Rapids,MO,55580,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,205,182,,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital ,2073 Elk St,Elk Ridge,KS,56633,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,71,2774,,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,7894 Grand St,Pine Ridge,KS,58082,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,22,1513,,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,8775 North St,River Ridge,NE,51981,North,Emergency Department,OP_22,Left without being seen,3.8,2734,,01/01/2025,12/31/2025
260109,River Falls County Hospital,5597 Pine St,River Falls,IL,52156,River,Emergency Department,OP_22,Left without being seen,4.5,778,,01/01/2025,12/31/2025
280008,ELK VIEW HEALTH SYSTEM,8612 Grand St,Elk View,NE,51244,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,186,199,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,2978 River St,River Ridge,NE,54218,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,656,3453,,01/01/2025,12/31/2025
260109,River Falls County Hospital,788 Elk St,River Falls,IL,57949,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,148,3506,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,7522 Grand St,North Rapids,MO,56149,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,20,2470,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,9085 Grand St,Pine Haven,SD,55407,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,182,3074,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,7101 Cedar St,Pine Falls,IL,53159,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,266,1641,,01/01/2025,12/31/2025
160048,River Rapids Health System,7627 Elk St,River Rapids,IL,56762,North,Emergency Department,OP_22,Left without being seen,,,5,01/01/2025,12/31/2025
240026,Elk View Medical Center,2491 Pine St,Elk View,SD,51360,North,Emergency Department,OP_22,Left without being seen,4.1,2781,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,6800 North St,Prairie Haven,NE,53237,Elk,Emergency Department,OP_22,Left without being seen,2.1,1247,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,1220 River St,Grand Rapids,IL,56635,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,323,1074,,01/01/2025,12/31/2025
280103,PRAIRIE JUNCTION COMMUNITY HOSPITAL,3143 Fair St,Prairie Junction,KS,50499,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,191,154,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,3209 Fair St,Grand Rapids,SD,54254,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,197,2303,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,7760 Fair St,Grand Rapids,SD,53993,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,64,2385,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,6386 Prairie St,Cedar Junction,IL,54603,Grand,Emergency Department,OP_22,Left without being seen,2.4,262,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,9094 River St,Prairie Bluff,WI,52850,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,380,286,,01/01/2025,12/31/2025
430014,Fair Rapids Regional Medical Center,1875 North St,Fair Rapids,IL,56782,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,107,2950,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center ,9510 River St,Pine Grove,NE,57841,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,92,2315,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,4218 Pine St,River Falls,IA,57546,North,Emergency Department,OP_22,Left without being seen,3.0,451,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center,7708 Fair St,Pine Grove,NE,52969,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,71,2037,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,4718 River St,North Bluff,KS,52748,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,52,818,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,3838 North St,North Rapids,IL,54371,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,99,4084,,01/01/2025,12/31/2025
,NE STATE AVERAGE,,,NE,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,1189 Pine St,North Haven,MO,56858,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,48,1488,,01/01/2025,12/31/2025
160060,Pine View Health System,7501 Elk St,Pine View,MN,57031,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,129,1752,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,1106 Grand St,Elk Haven,MO,56696,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,243,2033,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,6363 River St,Pine Haven,IL,52423,Grand,Emergency Department,OP_22,Left without being seen,3.2,3900,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,1512 Elk St,Fair Bluff,IL,58478,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,,,1,01/01/2025,12/31/2025
,WI STATE AVERAGE,,,WI,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital,7007 Pine St,Elk Ridge,KS,55313,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,362,2207,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,6086 River St,Pine Bluff,WI,50083,Elk,Emergency Department,OP_22,Left without being seen,3.5,3668,,01/01/2025,12/31/2025
520016,Pine Grove Medical Center,7563 Cedar St,Pine Grove,KS,52899,Grand,Emergency Department,OP_22,Left without being seen,,,5,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,8385 Pine St,Fair Bluff,IL,52267,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,Not Available,,5,01/01/2025,12/31/2025
430116,Elk Grove Medical Center ,7255 Grand St,Elk Grove,MN,51580,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,25,2542,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,1267 Grand St,Grand View,IA,51679,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,305,2264,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,8662 River St,Grand Haven,MN,52499,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,27,2701,,01/01/2025,12/31/2025
520090,River Bluff Health System,2522 River St,River Bluff,MO,53142,Fair,Emergency Department,OP_22,Left without being seen,0.7,3849,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,6736 Prairie St,Elk Rapids,IA,52406,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,137,2633,,01/01/2025,12/31/2025
160048,River Rapids Health System,5668 Cedar St,River Rapids,IL,53673,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,150,497,,01/01/2025,12/31/2025
,SD STATE AVERAGE,,,SD,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
140089,North Haven County Hospital,9627 Fair St,North Haven,KS,51015,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,65,3031,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,9294 Pine St,Grand Bluff,IA,51116,Cedar,Emergency Department,OP_22,Left without being seen,2.0,1452,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital,1279 North St,Fair Haven,IA,51853,Pine,Emergency Department,OP_22,Left without being seen,2.7,929,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,7684 Cedar St,Pine Rapids,MO,50168,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,481,2069,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,5510 Grand St,Prairie Haven,NE,55078,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,183,912,,01/01/2025,12/31/2025
260032,Fair Junction County Hospital,8699 Cedar St,Fair Junction,MN,55782,Cedar,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,99,3664,,01/01/2025,12/31/2025
240029,Cedar View County Hospital,5070 River St,Cedar View,MN,56276,Prairie,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,118,790,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,5149 Prairie St,Grand Ridge,NE,58945,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,63,1453,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,5504 Elk St,Grand Bluff,IL,56910,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,181,3101,,01/01/2025,12/31/2025
,IL STATE AVERAGE,,,IL,,,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,165,,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,6274 Elk St,River Junction,KS,54523,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,13,2717,,01/01/2025,12/31/2025
