facility_id,facility_name,city,state,county,zip_code,condition,measure_id,measure_name,unit,score,sample_size,footnote_code,suppression_reason,period_start,period_end
520055,Fair View Memorial Hospital,Fair View,SD,Elk,53539,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,109.0,1038,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,North Haven,MO,Pine,50773,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
160040,Grand Rapids Health System,Grand Rapids,NE,Cedar,52449,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,158.0,2157,,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,Cedar Ridge,NE,North,50740,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,113.0,649,,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,Cedar Junction,SD,Grand,51052,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,182.0,1889,,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,Pine Haven,IL,Elk,51176,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,302.0,3106,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,North Haven,MO,Pine,50773,Emergency Department,OP_22,Left without being seen,percent,3.5,1549,,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,Cedar Junction,IL,Grand,52991,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,198.0,2550,,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,Cedar Grove,WI,Elk,54568,Emergency Department,OP_22,Left without being seen,percent,2.6,3120,,,01/01/2025,12/31/2025
240012,Grand Falls Community Hospital,Grand Falls,IA,Cedar,50804,Emergency Department,OP_22,Left without being seen,percent,,,1,Not available — measure not reported,01/01/2025,12/31/2025
160102,River Bluff Health System,River Bluff,IL,Pine,52617,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
430093,River Bluff Health System,River Bluff,IL,Prairie,50583,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,179.0,3387,,,01/01/2025,12/31/2025
240100,Prairie Ridge Community Hospital,Prairie Ridge,WI,Elk,50901,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,287.0,3644,,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,Cedar Grove,WI,Elk,54568,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,Fair View,MN,Elk,51515,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,496.0,2273,,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,Prairie Bluff,WI,North,51914,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,94.0,2466,,,01/01/2025,12/31/2025
280062,Fair Rapids Community Hospital,Fair Rapids,MN,Fair,51262,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
260033,River Rapids Health System,River Rapids,KS,Elk,50760,Emergency Department,OP_22,Left without being seen,percent,2.2,2431,,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51116,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,Pine Ridge,KS,Fair,51068,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,125.0,3069,,,01/01/2025,12/31/2025
240029,Cedar View County Hospital,Cedar View,MN,Prairie,50481,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,78.0,3270,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,Prairie Haven,IA,Prairie,52528,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,213.0,2427,,,01/01/2025,12/31/2025
240022,Fair Bluff Regional Medical Center,Fair Bluff,MO,Elk,53054,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,62.0,3219,,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,Prairie Falls,NE,Grand,51272,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,71.0,3485,,,01/01/2025,12/31/2025
170063,Elk Haven Medical Center,Elk Haven,MO,River,51294,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,83.0,3695,,,01/01/2025,12/31/2025
260119,Fair Ridge Health System,Fair Ridge,SD,Pine,50932,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,79.0,1099,,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,Cedar Haven,KS,Elk,50561,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,259.0,3409,,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,Pine Rapids,IA,Elk,51142,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,111.0,1737,,,01/01/2025,12/31/2025
160002,Prairie View County Hospital,Prairie View,SD,Cedar,51571,Emergency Department,OP_22,Left without being seen,percent,2.0,2364,,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,Prairie Ridge,NE,Cedar,51285,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,160.0,2464,,,01/01/2025,12/31/2025
430093,River Bluff Health System,River Bluff,IL,Prairie,50583,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,243.0,3745,,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,Prairie Bluff,IA,Fair,50472,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,25.0,3854,,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,Grand View,IA,Fair,51237,Emergency Department,OP_22,Left without being seen,percent,,,1,Not available — measure not reported,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,Pine Junction,MO,Elk,50577,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,85.0,3692,,,01/01/2025,12/31/2025
160073,Grand View County Hospital,Grand View,IA,Elk,50649,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,86.0,1430,,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,Fair Bluff,SD,River,51419,Emergency Department,OP_22,Left without being seen,percent,1.6,2280,,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,Grand Ridge,MN,River,51781,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,107.0,3992,,,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,River Ridge,NE,Fair,50465,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,253.0,264,,,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,Pine Junction,MO,Elk,50577,Emergency Department,OP_22,Left without being seen,percent,0.6,2095,,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,Fair View,MN,Elk,51515,Emergency Department,OP_22,Left without being seen,percent,5.8,2833,,,01/01/2025,12/31/2025
160060,Pine View Health System,Pine View,MN,Prairie,55806,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,154.0,443,,,01/01/2025,12/31/2025
520016,Pine Grove Medical Center,Pine Grove,KS,Prairie,51241,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,179.0,3327,,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,Fair Bluff,IL,North,52267,Emergency Department,OP_22,Left without being seen,percent,2.9,3000,,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,Prairie Grove,IA,North,51868,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,61.0,1684,,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,Pine Haven,SD,River,50297,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,98.0,3979,,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,Elk Ridge,IL,Elk,51705,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,392.0,3950,,,01/01/2025,12/31/2025
160073,Grand View County Hospital,Grand View,IA,Elk,50649,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,87.0,4154,,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,Elk Rapids,KS,Grand,52949,Emergency Department,OP_22,Left without being seen,percent,0.0,2899,,,01/01/2025,12/31/2025
260032,Fair Junction County Hospital,Fair Junction,MN,Cedar,50132,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,169.0,172,,,01/01/2025,12/31/2025
140007,Prairie View Memorial Hospital,Prairie View,IA,Cedar,50430,Emergency Department,OP_22,Left without being seen,percent,7.0,3494,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,Elk View,WI,Grand,50014,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,1162,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,Prairie Haven,IA,Prairie,52528,Emergency Department,OP_22,Left without being seen,percent,3.1,362,,,01/01/2025,12/31/2025
170051,Elk View County Hospital,Elk View,MO,Fair,53057,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,136.0,3457,,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,Fair Bluff,IL,North,52267,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,20.0,1641,,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,River Ridge,NE,North,51805,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,20.0,1643,,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,North Haven,IL,Grand,51146,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,387.0,3436,,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,Fair View,SD,Elk,53539,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,350.0,1277,,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,Pine Falls,IA,Pine,50850,Emergency Department,OP_22,Left without being seen,percent,2.0,3092,,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,Fair Rapids,MO,River,50578,Emergency Department,OP_22,Left without being seen,percent,0.0,4198,,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,Grand Grove,IL,Prairie,50934,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,79.0,2611,,,01/01/2025,12/31/2025
520086,North Grove County Hospital,North Grove,KS,Elk,54241,Emergency Department,OP_22,Left without being seen,percent,1.3,2502,,,01/01/2025,12/31/2025
170034,North Grove Medical Center,North Grove,KS,River,50625,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,56.0,3008,,,01/01/2025,12/31/2025
160118,North Falls Health System,North Falls,MO,Cedar,51662,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,92.0,2314,,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,Cedar View,MO,River,52499,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,216.0,3367,,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,Cedar Grove,WI,Grand,51086,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,69.0,2131,,,01/01/2025,12/31/2025
240006,River Grove Medical Center,River Grove,WI,Grand,50411,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,60.0,1246,,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,Pine Rapids,MO,Fair,50168,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,205.0,182,,,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital,Elk Ridge,KS,Fair,55313,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,71.0,2774,,,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,Pine Ridge,KS,Fair,51068,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,22.0,1513,,,01/01/2025,12/31/2025
430110,River Ridge Memorial Hospital,River Ridge,NE,Fair,50465,Emergency Department,OP_22,Left without being seen,percent,3.8,2734,,,01/01/2025,12/31/2025
260109,River Falls County Hospital,River Falls,IL,Grand,50157,Emergency Department,OP_22,Left without being seen,percent,4.5,778,,,01/01/2025,12/31/2025
280008,Elk View Health System,Elk View,NE,Cedar,51174,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,186.0,199,,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,River Ridge,NE,North,51805,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,656.0,3453,,,01/01/2025,12/31/2025
260109,River Falls County Hospital,River Falls,IL,Grand,50157,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,148.0,3506,,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,North Rapids,MO,North,50733,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,2470,,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,Pine Haven,SD,Prairie,52937,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,182.0,3074,,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50631,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,266.0,1641,,,01/01/2025,12/31/2025
160048,River Rapids Health System,River Rapids,IL,North,53673,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
240026,Elk View Medical Center,Elk View,SD,Pine,50037,Emergency Department,OP_22,Left without being seen,percent,4.1,2781,,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,Prairie Haven,NE,Pine,50192,Emergency Department,OP_22,Left without being seen,percent,2.1,1247,,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,Grand Rapids,IL,Cedar,52110,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,323.0,1074,,,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,Prairie Junction,KS,Cedar,50499,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,191.0,154,,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,Grand Rapids,SD,Pine,53993,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,197.0,2303,,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,Grand Rapids,SD,Pine,53993,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,64.0,2385,,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,Cedar Junction,IL,Grand,52991,Emergency Department,OP_22,Left without being seen,percent,2.4,262,,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,Prairie Bluff,WI,North,51914,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,380.0,286,,,01/01/2025,12/31/2025
430014,Fair Rapids Regional Medical Center,Fair Rapids,IL,Cedar,51189,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,107.0,2950,,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center,Pine Grove,NE,Cedar,51058,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,92.0,2315,,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,River Falls,IA,North,50534,Emergency Department,OP_22,Left without being seen,percent,3.0,451,,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center,Pine Grove,NE,Cedar,51058,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,71.0,2037,,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,North Bluff,KS,Elk,52748,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,52.0,818,,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,North Rapids,IL,Elk,53478,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,99.0,4084,,,01/01/2025,12/31/2025
240079,North Haven Regional Medical Center,North Haven,MO,Pine,50773,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,48.0,1488,,,01/01/2025,12/31/2025
160060,Pine View Health System,Pine View,MN,Prairie,55806,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,129.0,1752,,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,Elk Haven,MO,Cedar,55428,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,243.0,2033,,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,Pine Haven,IL,Elk,51176,Emergency Department,OP_22,Left without being seen,percent,3.2,3900,,,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,Fair Bluff,IL,North,52267,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,,,1,Not available — measure not reported,01/01/2025,12/31/2025
140081,Elk Ridge County Hospital,Elk Ridge,KS,Fair,55313,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,362.0,2207,,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,Pine Bluff,WI,Pine,50083,Emergency Department,OP_22,Left without being seen,percent,3.5,3668,,,01/01/2025,12/31/2025
520016,Pine Grove Medical Center,Pine Grove,KS,Prairie,51241,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
430025,Fair Bluff County Hospital,Fair Bluff,IL,North,52267,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,Elk Grove,MN,Prairie,50281,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,25.0,2542,,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,Grand View,IA,Fair,51237,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,305.0,2264,,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,Grand Haven,MN,Elk,51296,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,27.0,2701,,,01/01/2025,12/31/2025
520090,River Bluff Health System,River Bluff,MO,Cedar,51621,Emergency Department,OP_22,Left without being seen,percent,0.7,3849,,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,Elk Rapids,IA,Elk,50818,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,137.0,2633,,,01/01/2025,12/31/2025
160048,River Rapids Health System,River Rapids,IL,North,53673,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,150.0,497,,,01/01/2025,12/31/2025
140089,North Haven County Hospital,North Haven,KS,Cedar,50579,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,65.0,3031,,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51116,Emergency Department,OP_22,Left without being seen,percent,2.0,1452,,,01/01/2025,12/31/2025
430041,Fair Haven County Hospital,Fair Haven,IA,Prairie,50049,Emergency Department,OP_22,Left without being seen,percent,2.7,929,,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,Pine Rapids,MO,Fair,50168,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,481.0,2069,,,01/01/2025,12/31/2025
240065,Prairie Haven Health System,Prairie Haven,NE,Pine,50192,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,183.0,912,,,01/01/2025,12/31/2025
260032,Fair Junction County Hospital,Fair Junction,MN,Cedar,50132,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,99.0,3664,,,01/01/2025,12/31/2025
240029,Cedar View County Hospital,Cedar View,MN,Prairie,50481,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,118.0,790,,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,Grand Ridge,NE,River,50393,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,63.0,1453,,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,Grand Bluff,IL,Cedar,50922,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,181.0,3101,,,01/01/2025,12/31/2025
170036,River Junction Community Hospital,River Junction,KS,Elk,53498,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,13.0,2717,,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,Pine Haven,SD,River,50297,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,128.0,996,,,01/01/2025,12/31/2025
280017,Cedar Bluff Regional Medical Center,Cedar Bluff,IA,Fair,50130,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,205.0,2089,,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,Pine Rapids,MO,Fair,50168,Emergency Department,OP_22,Left without being seen,percent,4.5,1659,,,01/01/2025,12/31/2025
140089,North Haven County Hospital,North Haven,KS,Cedar,50579,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,22.0,1580,,,01/01/2025,12/31/2025
160073,Grand View County Hospital,Grand View,IA,Elk,50649,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,84.0,2439,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,Elk View,WI,Grand,50014,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,374.0,2780,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,Pine Bluff,WI,Fair,51840,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
140005,North Grove County Hospital,North Grove,SD,Pine,50071,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,225.0,846,,,01/01/2025,12/31/2025
160064,Pine Haven Medical Center,Pine Haven,IL,Elk,51176,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,87.0,3375,,,01/01/2025,12/31/2025
170052,North Rapids Community Hospital,North Rapids,MO,North,50733,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,60.0,1815,,,01/01/2025,12/31/2025
430088,Grand Rapids Medical Center,Grand Rapids,SD,Pine,53993,Emergency Department,OP_22,Left without being seen,percent,2.2,1340,,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,Cedar Junction,IL,Grand,52991,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,49.0,1790,,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,Pine Ridge,IA,Cedar,51833,Emergency Department,OP_22,Left without being seen,percent,5.2,1317,,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,Grand Ridge,NE,River,50393,Emergency Department,OP_22,Left without being seen,percent,1.8,2250,,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,Grand Haven,MN,Elk,50552,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
160078,Pine Rapids Health System,Pine Rapids,IA,Grand,52878,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,526.0,1679,,,01/01/2025,12/31/2025
170018,Grand Grove County Hospital,Grand Grove,IL,Prairie,50934,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,307.0,2591,,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,Pine Rapids,IA,Elk,51142,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,125.0,881,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,Cedar Haven,IA,Grand,50710,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,80.0,2183,,,01/01/2025,12/31/2025
140057,Elk Ridge County Hospital,Elk Ridge,MN,North,52865,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,378.0,871,,,01/01/2025,12/31/2025
160078,Pine Rapids Health System,Pine Rapids,IA,Grand,52878,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,89.0,3487,,,01/01/2025,12/31/2025
140089,North Haven County Hospital,North Haven,KS,Cedar,50579,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,164.0,1631,,,01/01/2025,12/31/2025
170071,Cedar Ridge Regional Medical Center,Cedar Ridge,NE,North,50740,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,145.0,3636,,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50631,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,440.0,2123,,,01/01/2025,12/31/2025
