invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-201688,2026-06-29,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313.0,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201689,2026-07-02,2190,Central City Liquor INC,DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,1,$6.75,1.00
INV-201690,2026-05-03,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201691,28-May-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-201692,03/06/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-201693,06/10/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-201694,24-Jun-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,1,$12.38,0.75
INV-201695,06/23/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,8,107.92,14.00
INV-201696,2026-06-10,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-201697,2026-05-25,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,6,224.94 ,4.50
INV-201698,2026-06-29,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,4,$75.00,3.00
INV-201699,2026-07-17,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201700,04/25/2026,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,10,67.50,10.00
INV-201701,2026-05-15,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402.0,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,3,$112.47,2.25
INV-201702,14-May-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,1,14.63 ,1.75
INV-201703,10-Feb-2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-201704,05/13/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-201705,10-Mar-2026,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-201706,2026-04-20,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,1,14.63 ,1.75
INV-201707,2026-06-13,5102,Corner Tap and Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-201708,07/19/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-201709,07/09/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201710,21-Mar-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,36,526.68,63.00
INV-201711,2026-04-07,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201712,03-Jun-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,5,67.45 ,8.75
INV-201713,2026-04-02,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-201714,02-Apr-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-201715,2026-05-17,5102,Corner Tap & Bottle,Ames,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,16,198.08,12.00
INV-201716,25-Mar-2026,5102,Corner Tap & Bottle,Ames,50010.0,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-201717,2026-04-11,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-201718,2026-02-05,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-201719,03/18/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201720,2026-03-23,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-201721,2026-03-25,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201722,2026-03-15,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201723,19-Jul-2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,17,205.70,6.38
INV-201724,2026-06-26,2190,Central City Liquor INC,DES MOINES,50310,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201725,2026-03-28,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,3,$112.47,2.25
INV-201726,17-Mar-2026,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,N/A,12.10,1,12.10,0.38
INV-201727,07/19/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,5,67.45,8.75
INV-201728,07/07/2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,4,58.52,7.00
INV-201729,2026-03-27,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201730,2026-05-22,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,9,168.75 ,6.75
INV-201731,2026-06-29,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-201732,2026-04-06,2190,Central City Liquor INC,DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,2,$37.50,1.50
INV-201733,2026-06-29,4829,Casey's General Store #2879,Ankeny,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201734,2026-03-17,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-201735,15-Jun-2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-201736,03/17/2026,4829,  Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-201737,11-May-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201738,03/17/2026,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,4,75.00,3.00
INV-201739,15-Feb-2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,13,157.30,4.88
INV-201740,06/28/2026,2190,Central City Liquor INC,DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-201741,17-Jul-2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,3,40.47 ,5.25
INV-201742,03/22/2026,2633,  Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,3,36.30,1.12
INV-201743,03/08/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,14,94.50,14.00
INV-201744,07/20/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,N/A,12.10,3,36.30,1.12
INV-201745,2026-03-11,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-201746,2026-06-15,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-201747,2026-05-28,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-201748,2026-07-16,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201749,05/28/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-201750,13-Jun-2026,5102,  Corner Tap & Bottle,AMES,50010.0,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,1,$12.38,0.75
INV-201751,07/07/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-201752,09-Jul-2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201752,09-Jul-2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201753,2026-02-06,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201754,2026-07-11,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-201755,05/11/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,6,224.94,4.50
INV-201756,2026-04-19,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,7,131.25 ,5.25
INV-201757,04/20/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,13,$160.94,9.75
INV-201758,20-Mar-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201759,02/27/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201760,2026-05-22,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201761,2026-02-01,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201762,2026-03-24,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,4,27.00,4.00
INV-201763,04/11/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,2,74.98 ,1.50
INV-201764,02/01/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,8,96.80,3.00
INV-201765,2026-06-07,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,15,181.50 ,5.62
INV-201766,2026-02-05,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-201767,21-Jul-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,1,$12.10,0.38
INV-201768,02/07/2026,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,1,37.49 ,0.75
INV-201769,2026-07-04,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,10,269.90,7.50
INV-201770,2026-05-12,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201771,2026-04-18,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201772,2026-05-17,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,8,96.80 ,3.00
INV-201773,04/25/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201774,07/05/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,3,36.30 ,1.12
INV-201775,2026-04-23,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201776,03/07/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-201777,2026-02-21,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,1,$12.38,0.75
INV-201778,05/03/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,7,86.66 ,5.25
INV-201779,04/04/2026,2501,HY-VEE #3 / BDI / DES MOINES,Des Moines,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,11,$160.93,19.25
INV-201780,2026-06-30,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-201781,2026-03-10,2633,Hometown Foods,CEDAR RAPIDS,52402,,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201782,2026-05-19,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,9,$242.91,6.75
INV-201783,2026-03-28,2633,Hometown Foods,Cedar Rapids,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201784,2026-03-08,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,3,$112.47,2.25
INV-201785,02/21/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,2,29.26 ,3.50
INV-201786,07/09/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,7,$262.43,5.25
INV-201787,02/17/2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,13,160.94,9.75
INV-201788,02/06/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201789,07/21/2026,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75 ,14.63 ,3,43.89 ,5.25
INV-201790,06/29/2026,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,7,262.43 ,5.25
INV-201791,02/18/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,10,121.00 ,3.75
INV-201792,2026-07-28,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-201793,2026-02-20,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201794,05/18/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-201795,04/24/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313.0,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,7,$131.25,5.25
INV-201796,17-Apr-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,N/A,12.38,1,12.38,0.75
INV-201797,04/13/2026,5102,Corner Tap and Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,1,$18.75,0.75
INV-201798,06/13/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-201799,05/09/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201800,2026-02-17,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201801,02/01/2026,4829,Casey's General Store #2879,Ankeny,50021.0,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201802,19-Jul-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-201803,2026-05-03,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,4,58.52,7.00
INV-201804,2026-07-06,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-201805,06/01/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
INV-201806,2026-04-22,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-201807,2026-03-06,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-201808,04/26/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201809,2026-02-09,3385,Sam's Club 8162,Davenport,52807.0,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-201810,2026-04-30,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,3,36.30,1.12
INV-201811,07/15/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201812,2026-04-08,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201813,2026-07-20,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,2,24.20 ,0.75
INV-201814,03/23/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,1,$6.75,1.00
